,CustomerID,City,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
3102,3283-WCWXT,Los Angeles,34.127194,-118.295647,Male,No,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,No,0,52,2882,
3103,1060-ENTOF,Los Angeles,34.099869,-118.326843,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,No,0,64,5703,
3104,0999-QXNSA,Los Angeles,34.089953,-118.294824,Male,Yes,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,No,0,57,3779,
3105,5451-MHQOF,Los Angeles,34.085807,-118.206617,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,1431.65,No,0,78,5623,
3106,4836-WNFNO,Los Angeles,34.078821,-118.177576,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1849.2,No,0,35,6126,
3107,9225-BZLNZ,Los Angeles,34.050198,-118.210946,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,6083.1,No,0,52,6275,
3108,0354-VXMJC,Los Angeles,34.030578,-118.399613,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,No,0,35,4617,
3109,4422-QVIJA,Los Angeles,34.051809,-118.383843,Female,No,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,1655.35,No,0,74,5879,
3110,9365-SRSZE,Los Angeles,34.070291,-118.349191,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,No,0,65,2534,
3111,8332-OSJDW,Los Angeles,34.088017,-118.327168,Male,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,314.95,No,0,65,3277,
3112,4735-BJKOU,Los Angeles,34.110845,-118.259595,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,No,0,64,3915,
3113,0274-JKUJR,Los Angeles,33.994524,-118.149953,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,No,0,76,3332,
3114,5740-YHGTW,Los Angeles,34.137412,-118.207607,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No,0,49,4551,
3115,8917-SZTTJ,Los Angeles,34.11572,-118.192754,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1161.75,No,0,50,6315,
3116,1696-MZVAU,Los Angeles,33.988543,-118.334081,Male,No,Yes,No,39,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,947.75,No,0,21,4259,
3117,7359-WWYJV,Los Angeles,33.952714,-118.292061,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,No,0,53,6274,
3118,4906-ZHGPK,Los Angeles,34.108455,-118.362081,Male,No,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,3770.0,No,0,77,5276,
3119,3795-GWTRD,Los Angeles,34.072945,-118.37267,Female,No,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,No,0,64,4626,
3120,1298-PHBTI,Los Angeles,34.091829,-118.491244,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4,No,0,43,5952,
3121,6223-DHJGV,Los Angeles,33.987945,-118.370442,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,No,0,49,5956,
3122,6961-MJKBO,Los Angeles,34.061918,-118.277939,Male,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,943.0,No,0,72,4342,
3123,8158-WPEZG,Los Angeles,33.92128,-118.274186,Male,No,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,No,0,61,4986,
3124,4918-FYJNT,Los Angeles,34.044271,-118.185237,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,5044.8,No,0,42,5140,
3125,0727-BNRLG,Los Angeles,34.037251,-118.423573,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,No,0,20,5709,
3126,4854-CIDCF,Los Angeles,34.108833,-118.229715,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,No,0,74,2868,
3127,3280-MRDOF,Los Angeles,34.057496,-118.413959,Male,Yes,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,2093.9,No,0,75,3415,
3128,6435-SRWBJ,Los Angeles,34.137411,-118.328915,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,417.75,No,0,36,5269,
3129,9964-WBQDJ,West Hollywood,34.093781,-118.381061,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,1725.4,No,0,56,4412,
3130,6303-KFWSL,Los Angeles,34.052917,-118.255178,Female,No,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,1620.2,No,0,55,5481,
3131,1702-CCFNJ,Los Angeles,34.102084,-118.451629,Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,No,0,49,4729,
3132,8932-CZHRQ,Bell,33.970343,-118.171368,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,No,0,33,5395,
3133,0386-CWRGM,Beverly Hills,34.099891,-118.414338,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,No,0,47,2320,
3134,5515-RUGKN,Beverly Hills,34.063947,-118.383001,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.05,No,0,53,5317,
3135,0404-AHASP,Beverly Hills,34.062095,-118.401508,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,No,0,36,6436,
3136,7279-NMVJC,Compton,33.88151,-118.234451,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,No,0,70,2093,
3137,2081-VEYEH,Compton,33.885811,-118.206459,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.95,318.6,No,0,70,5653,
3138,6407-UTSLV,Compton,33.912246,-118.236773,Female,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,No,0,53,2885,
3139,9060-HJJRW,Culver City,34.019323,-118.391902,Female,No,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,2928.5,No,0,62,4380,
3140,2587-YNLES,Downey,33.956228,-118.120993,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,No,0,42,5874,
3141,7398-SKNQZ,Downey,33.940884,-118.128628,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2,No,0,58,2330,
3142,5935-FCCNB,Downey,33.921793,-118.140588,Female,Yes,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,No,0,54,4425,
3143,1958-RNRKS,El Segundo,33.917145,-118.401554,Male,No,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95,No,0,45,3712,
3144,5136-RGMZO,Gardena,33.890853,-118.297967,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,No,0,37,4443,
3145,8345-MVDYC,Gardena,33.876482,-118.284077,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,No,0,41,5937,
3146,8226-BXGES,Gardena,33.90139,-118.315697,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,No,0,67,5519,
3147,9705-IOVQQ,Huntington Park,33.97803,-118.217141,Male,Yes,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,5969.3,No,0,20,5177,
3148,1015-OWJKI,Lawndale,33.88856,-118.351813,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,No,0,59,5279,
3149,2040-XBAVJ,Malibu,34.037037,-118.705803,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.45,8100.55,No,0,32,4700,
3150,8887-IPQNC,Manhattan Beach,33.889632,-118.39737,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,313.45,No,0,58,5014,
3151,8646-JCOMS,Maywood,33.988572,-118.186565,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,No,0,38,4958,
3152,1222-KJNZD,Palos Verdes Peninsula,33.788208,-118.404955,Male,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,No,0,72,5918,
3153,0106-GHRQR,Rancho Palos Verdes,33.753146,-118.367459,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,No,0,39,3360,
3154,3768-VHXQO,Redondo Beach,33.873395,-118.37019,Male,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1583.5,No,0,51,4833,
3155,8952-WCVCD,South Gate,33.944624,-118.192615,Female,No,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,4162.05,No,0,65,2719,
3156,2418-TPEUN,Topanga,34.115192,-118.61017,Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1119.9,No,0,59,4681,
3157,3963-RYFNS,Venice,33.991782,-118.479229,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.45,8013.55,No,0,20,5567,
3158,8540-ZQGEA,Playa Del Rey,33.947305,-118.439841,Female,No,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1102.4,No,0,40,4212,
3159,1320-REHCS,Inglewood,33.956445,-118.358634,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,5832.0,No,0,46,4993,
3160,4137-JOPHL,Inglewood,33.975332,-118.355252,Female,No,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,No,0,45,5306,
3161,7801-CEDNV,Inglewood,33.936827,-118.359824,Male,No,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1421.75,No,0,30,3560,
3162,2057-BOYKM,Inglewood,33.958134,-118.330905,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.6,6827.5,No,0,78,5153,
3163,3658-QQJYD,Santa Monica,34.015481,-118.493231,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.3,4698.05,No,0,77,5974,
3164,1803-BGNBD,Santa Monica,34.035849,-118.503508,Female,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.3,654.5,No,0,63,3854,
3165,0134-XWXCE,Santa Monica,34.031529,-118.491156,Female,Yes,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,No,0,71,3253,
3166,6950-TWMYB,Santa Monica,34.026334,-118.474222,Male,No,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,No,0,48,4387,
3167,5848-FHRFC,Santa Monica,34.005439,-118.477507,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,No,0,63,5740,
3168,2243-FNMMI,Torrance,33.833699,-118.314387,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,415.4,No,0,32,4958,
3169,2511-MORQY,Torrance,33.833181,-118.292062,Male,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,No,0,41,4322,
3170,5356-KZCKT,Torrance,33.840399,-118.353714,Male,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1513.6,No,0,38,6490,
3171,9470-XCCEM,Torrance,33.867257,-118.330794,Male,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,No,0,34,2622,
3172,6519-CFDBX,Torrance,33.807882,-118.347957,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,No,0,45,4964,
3173,3902-MIVLE,Whittier,34.007353,-118.033683,Male,No,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,75.7,4676.7,No,0,62,5113,
3174,0409-WTMPL,Whittier,33.972119,-118.020188,Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,6526.65,No,0,55,4761,
3175,8763-KIAFH,Whittier,33.945318,-117.992066,Female,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,No,0,31,2269,
3176,3669-WHAFY,Whittier,33.929704,-118.01208,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8078.1,No,0,24,4144,
3177,3055-VTCGS,Whittier,33.960891,-118.032222,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,No,0,63,6312,
3178,3144-KMTWZ,Whittier,33.976678,-118.065875,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,No,0,63,6035,
3179,2007-QVGAW,Cypress,33.818477,-118.038307,Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,1292.65,No,0,27,6303,
3180,5207-PLSTK,La Habra,33.940619,-117.9513,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,No,0,58,5068,
3181,2307-FYNNL,La Mirada,33.902045,-118.008961,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,No,0,29,5692,
3182,5605-XNWEN,Montebello,34.015217,-118.109962,Male,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,1802.55,No,0,69,4055,
3183,2155-AMQRX,Norwalk,33.905963,-118.08263,Female,No,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,No,0,26,2885,
3184,6181-AXXYF,Pico Rivera,33.989524,-118.089299,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1859.1,No,0,71,4185,
3185,5091-HFAZW,Santa Fe Springs,33.933565,-118.062611,Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,No,0,52,2686,
3186,2519-LBNQL,Artesia,33.867593,-118.080637,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,No,0,73,4040,
3187,8623-ULFNQ,Cerritos,33.8681,-118.067402,Female,Yes,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,1652.4,No,0,43,3225,
3188,1568-LJSZU,Harbor City,33.798266,-118.300237,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,No,0,43,4451,
3189,7789-HKSBS,Lakewood,33.847755,-118.112532,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,No,0,36,5573,
3190,7416-CKTEP,Lakewood,33.841027,-118.078097,Female,No,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,No,0,77,6064,
3191,2586-CWXVV,Hawaiian Gardens,33.830431,-118.074071,Male,No,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,1621.35,No,0,78,4778,
3192,2348-KCJLT,Los Alamitos,33.79499,-118.065591,Female,No,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2722.2,No,0,21,2059,
3193,8401-EMUWF,Paramount,33.897122,-118.164432,Male,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,No,0,36,4701,
3194,4193-IBKSW,San Pedro,33.736387,-118.284363,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,No,0,67,6232,
3195,5377-NDTOU,San Pedro,33.744119,-118.31448,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,No,0,39,4644,
3196,2474-LCNUE,Sunset Beach,33.719221,-118.073596,Female,No,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,No,0,61,2590,
3197,0839-QNXME,Surfside,33.728273,-118.085304,Female,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,No,0,78,3986,
3198,3506-OVLKD,Wilmington,33.782068,-118.262263,Male,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,No,0,80,4419,
3199,6650-VJONK,Carson,33.859171,-118.252272,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No,0,39,5913,
3200,2178-PMGCJ,Long Beach,33.752524,-118.210737,Male,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,No,0,32,4838,
3201,7492-TAFJD,Long Beach,33.760458,-118.129725,Male,No,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,No,0,70,3345,
3202,2773-MADBQ,Long Beach,33.783047,-118.1486,Female,No,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,No,0,40,2751,
3203,6016-LVTJQ,Long Beach,33.864622,-118.179626,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,No,0,74,5099,
3204,7860-KSUGX,Long Beach,33.802664,-118.179971,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,No,0,74,6330,
3205,8966-KZXXA,Long Beach,33.830099,-118.182239,Male,No,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,No,0,45,3040,
3206,5149-QYTTU,Long Beach,33.771612,-118.143866,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,No,0,41,5647,
3207,2070-XYMFH,Long Beach,33.797638,-118.11662,Female,Yes,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,No,0,50,3558,
3208,2085-BOJKI,Long Beach,33.778436,-118.118648,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,No,0,37,5228,
3209,0817-HSUSE,Altadena,34.196837,-118.142236,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No,0,43,2954,
3210,5442-PPTJY,Arcadia,34.137319,-118.029837,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,No,0,24,5104,
3211,1927-QEWMY,Arcadia,34.128284,-118.047732,Female,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No,0,25,6302,
3212,1663-MHLHE,Duarte,34.145695,-117.95982,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,0,44,4629,
3213,5663-QBGIS,La Canada Flintridge,34.234912,-118.153729,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,No,0,73,6120,
3214,4450-MDZFX,Monrovia,34.1528,-118.000482,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,No,0,26,5100,
3215,6701-DHKWQ,Montrose,34.2112,-118.230625,Female,No,Yes,No,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,No,0,55,4159,
3216,7554-AKDQF,Sierra Madre,34.168686,-118.057505,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,No,0,40,4227,
3217,0794-YVSGE,Pasadena,34.146635,-118.139225,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,No,0,76,5265,
3218,5423-BHIXO,Pasadena,34.167465,-118.165327,Female,No,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,0,43,4454,
3219,6908-VVYHM,Pasadena,34.165383,-118.123752,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,No,0,70,6358,
3220,2959-EEXWB,Pasadena,34.13946,-118.166649,Female,No,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,0,64,3937,
3221,1839-UMACK,Pasadena,34.139402,-118.128658,Male,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,No,0,55,3756,
3222,3030-YDNRM,Pasadena,34.159007,-118.087353,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,0,40,5514,
3223,7321-KKSDU,San Marino,34.122671,-118.112911,Male,No,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,No,0,50,3114,
3224,3402-XRIUO,Glendale,34.17051,-118.289463,Female,Yes,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,0,36,2136,
3225,8286-AFUYI,Glendale,34.153338,-118.262974,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,No,0,35,5092,
3226,8356-WUAOJ,Glendale,34.13658,-118.245839,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,No,0,63,5669,
